release_id,hospital_id,version,rollout_stage,cpu_usage,memory_usage,error_rate,latency_ms,error_budget_remaining,stable_error_rate,stable_latency_ms,canary_error_rate,deployment_status,harmful
R048,H023,v2.49,5,53.71,37.98,1.19,240.09,65.82,0.86,102.69,1.53,IN_PROGRESS,False
R048,H024,v2.49,10,57.62,51.69,2.42,236.2,75.39,0.86,132.62,1.64,SUCCESS,False
R048,H025,v2.49,10,42.36,44.1,1.48,123.58,63.08,0.59,113.23,1.06,SUCCESS,False
R048,H026,v2.49,25,46.72,51.42,1.08,297.04,50.76,1.08,149.01,2.59,SUCCESS,False
R048,H027,v2.49,25,58.53,71.55,2.94,257.15,67.78,0.7,166.56,2.44,SUCCESS,False
R048,H028,v2.49,10,41.39,50.74,1.69,259.4,95.31,1.98,121.26,1.35,SUCCESS,False
R048,H029,v2.49,5,57.07,42.54,2.75,215.68,88.83,1.66,136.44,2.12,SUCCESS,False
R048,H030,v2.49,5,42.46,47.47,0.95,233.54,82.42,1.03,136.92,1.95,SUCCESS,False
R048,H031,v2.49,25,60.62,49.84,2.73,248.52,63.74,0.91,179.14,0.94,IN_PROGRESS,False
R048,H032,v2.49,10,57.94,53.46,2.71,137.48,91.78,1.93,238.86,1.5,SUCCESS,False
R048,H033,v2.49,100,42.63,54.66,,170.28,86.77,0.68,121.78,2.52,SUCCESS,False
R048,H034,v2.49,5,37.39,63.46,2.22,150.27,91.12,1.27,175.02,2.92,SUCCESS,False
R048,H035,v2.49,5,48.02,58.52,2.61,236.09,64.59,1.56,160.69,2.63,SUCCESS,False
R048,H036,v2.49,10,56.77,66.43,2.57,188.41,77.6,1.27,249.41,2.88,SUCCESS,False
R048,H037,v2.49,25,66.61,63.05,0.93,209.12,53.87,1.55,231.27,1.34,SUCCESS,False
R048,H038,v2.49,25,45.41,49.83,1.5,287.84,62.76,1.53,120.15,2.18,SUCCESS,False
R048,H039,v2.49,25,61.11,51.13,0.67,155.09,60.26,0.89,177.54,2.01,SUCCESS,False
R048,H040,v2.49,50,53.65,55.99,2.5,253.51,91.04,1.0,123.53,1.75,SUCCESS,False
R048,H041,v2.49,25,18.55,59.44,2.98,200.88,81.32,0.99,194.61,0.58,SUCCESS,False
R048,H042,v2.49,5,56.17,50.25,1.27,162.47,70.62,0.68,124.19,2.39,SUCCESS,False
R048,H043,v2.49,25,48.14,51.72,2.13,163.09,51.0,1.67,239.42,1.63,SUCCESS,False
R048,H044,v2.49,50,57.28,54.94,2.76,297.61,77.34,0.55,197.78,2.65,SUCCESS,False
R048,H045,v2.49,50,47.48,53.01,0.79,195.26,80.87,1.91,185.58,1.7,SUCCESS,False
R048,H046,v2.49,50,62.14,60.29,1.76,139.45,63.61,0.65,190.29,1.42,SUCCESS,False
R048,H047,v2.49,50,77.03,44.37,1.99,233.57,97.61,1.87,169.39,2.73,IN_PROGRESS,False
R048,H048,v2.49,5,42.95,59.2,1.4,136.84,70.59,1.77,110.84,1.61,SUCCESS,False
R048,H049,v2.49,50,51.18,60.43,1.96,271.98,52.5,1.77,212.63,1.37,SUCCESS,False
R048,H050,v2.49,5,55.69,46.84,1.57,191.25,70.74,1.74,243.74,0.89,SUCCESS,False
R049,H001,v2.50,10,56.74,70.03,2.63,148.32,59.1,1.02,145.83,0.6,SUCCESS,False
R049,H002,v2.50,10,44.68,35.38,2.39,170.54,98.37,1.52,212.74,2.46,SUCCESS,False
R049,H003,v2.50,25,61.63,53.31,1.14,102.28,72.59,1.02,219.89,2.08,SUCCESS,False
R049,H004,v2.50,25,35.6,51.2,2.13,159.03,50.71,1.17,125.67,2.56,SUCCESS,False
R049,H005,v2.50,5,71.32,61.08,1.07,208.7,94.35,0.99,103.28,3.0,SUCCESS,False
R049,H006,v2.50,5,50.49,49.28,1.73,101.27,75.99,0.62,138.18,1.71,SUCCESS,False
R049,H007,v2.50,10,69.83,57.76,1.91,146.14,69.33,1.77,112.77,0.66,SUCCESS,False
R049,H008,v2.50,100,47.73,54.18,2.99,185.57,61.71,0.6,239.65,2.16,IN_PROGRESS,False
R049,H009,v2.50,10,,55.69,1.85,191.58,66.49,1.19,102.78,1.11,SUCCESS,False
R049,H010,v2.50,50,49.75,64.73,2.57,174.9,58.36,0.87,146.3,1.5,IN_PROGRESS,False
R049,H011,v2.50,10,62.62,53.6,0.94,144.06,89.41,1.73,162.24,1.29,SUCCESS,False
R049,H012,v2.50,10,46.01,55.82,1.82,151.4,73.35,0.87,193.48,1.27,IN_PROGRESS,False
R049,H013,v2.50,25,52.58,60.84,2.95,131.19,68.12,0.51,139.84,1.24,SUCCESS,False
R049,H014,v2.50,25,46.43,69.52,1.89,191.08,77.94,0.97,111.95,2.73,IN_PROGRESS,False
R049,H015,v2.50,10,39.46,60.73,2.15,255.72,74.09,1.28,179.5,2.19,IN_PROGRESS,False
R049,H016,v2.50,50,46.13,46.44,0.77,139.54,88.49,0.82,206.99,2.41,SUCCESS,False
R049,H017,v2.50,50,40.89,60.56,2.47,185.89,55.97,1.29,170.59,0.82,SUCCESS,False
R049,H018,v2.50,10,45.02,59.43,2.81,233.47,77.7,0.94,132.82,2.74,SUCCESS,False
R049,H019,v2.50,50,55.19,43.84,1.94,157.88,88.23,1.38,194.88,1.02,IN_PROGRESS,False
R049,H020,v2.50,25,55.92,57.68,1.04,121.46,91.11,1.71,218.68,2.04,SUCCESS,False
R049,H021,v2.50,25,43.72,59.74,0.57,282.15,60.92,0.59,116.16,2.73,SUCCESS,False
R049,H022,v2.50,25,39.16,49.72,3.0,234.2,53.78,1.64,101.56,1.51,SUCCESS,False
R049,H023,v2.50,5,40.19,44.43,1.8,287.34,78.86,1.97,165.92,2.34,SUCCESS,False
R049,H024,v2.50,25,47.62,48.42,2.8,209.07,66.18,1.63,133.89,1.3,SUCCESS,False
R049,H025,v2.50,100,61.06,61.3,0.68,270.03,73.63,1.25,125.08,2.57,SUCCESS,False
R049,H026,v2.50,5,46.34,67.5,1.86,254.54,87.44,0.68,124.39,1.35,SUCCESS,False
R049,H027,v2.50,100,59.62,43.11,2.04,155.17,60.59,1.66,103.03,1.61,SUCCESS,False
R049,H028,v2.50,10,68.32,52.36,1.95,198.98,65.5,1.92,121.51,1.38,SUCCESS,False
R049,H029,v2.50,50,55.56,55.01,0.55,139.9,81.92,1.36,140.37,1.62,SUCCESS,False
R049,H030,v2.50,50,36.15,49.54,2.78,118.44,72.93,0.99,224.34,2.86,IN_PROGRESS,False
R049,H031,v2.50,5,44.68,58.52,1.55,183.81,72.15,1.25,210.62,0.76,SUCCESS,False
R049,H032,v2.50,100,58.49,100.0,2.29,245.29,76.71,0.55,188.73,0.65,SUCCESS,False
R049,H033,v2.50,10,61.52,72.21,2.01,246.44,70.74,1.05,211.79,2.73,SUCCESS,False
R049,H034,v2.50,50,49.98,57.34,2.66,137.18,93.52,0.55,181.99,2.01,SUCCESS,False
R049,H035,v2.50,5,52.0,59.36,2.57,246.97,88.45,1.2,226.52,2.25,SUCCESS,False
R049,H036,v2.50,50,54.8,55.16,2.46,173.73,96.57,0.57,140.12,2.28,SUCCESS,False
R049,H037,v2.50,10,57.13,68.16,2.92,159.54,62.11,1.86,219.59,1.21,SUCCESS,False
R049,H038,v2.50,25,55.23,42.77,2.53,255.44,52.57,1.02,105.96,0.95,SUCCESS,False
R049,H039,v2.50,5,54.18,44.55,1.41,133.36,91.84,1.35,154.5,2.25,SUCCESS,False
R049,H040,v2.50,10,37.73,53.86,1.51,103.09,83.83,1.75,137.62,2.78,SUCCESS,False
R049,H041,v2.50,5,51.8,59.57,2.95,250.69,92.61,1.91,146.35,0.76,SUCCESS,False
R049,H042,v2.50,25,52.72,57.1,1.53,277.85,91.95,1.65,220.55,2.3,IN_PROGRESS,False
R049,H043,v2.50,50,61.1,49.09,0.82,254.57,93.01,0.63,181.12,1.7,SUCCESS,False
R049,H044,v2.50,5,62.91,59.21,1.83,219.62,76.21,1.73,243.7,0.53,SUCCESS,False
R049,H045,v2.50,5,34.82,50.91,1.86,297.37,63.47,1.63,125.15,2.63,SUCCESS,False
R049,H046,v2.50,5,48.41,55.11,3.0,252.22,84.19,1.74,144.64,1.1,SUCCESS,False
R049,H047,v2.50,25,73.09,57.13,1.11,104.13,69.93,0.63,177.76,1.31,SUCCESS,False
R049,H048,v2.50,25,68.68,55.66,2.65,248.78,84.2,0.65,128.59,0.54,SUCCESS,False
R049,H049,v2.50,5,63.33,63.29,1.27,299.08,57.85,1.73,150.22,0.76,SUCCESS,False
R049,H050,v2.50,25,54.97,58.34,2.87,210.74,88.08,1.69,243.2,1.36,SUCCESS,False
R050,H001,v3.1,10,33.9,44.23,2.07,134.95,93.43,0.74,174.55,1.45,SUCCESS,False
R050,H002,v3.1,5,30.26,59.95,2.64,130.56,61.24,1.94,136.7,0.95,SUCCESS,False
R050,H003,v3.1,5,37.4,49.23,2.94,105.15,62.39,1.71,114.38,2.3,SUCCESS,False
R050,H004,v3.1,25,53.99,49.76,1.52,128.12,55.17,0.89,172.83,2.35,SUCCESS,False
R050,H005,v3.1,5,50.47,34.65,1.08,192.24,72.86,1.48,157.12,2.22,SUCCESS,False
R050,H006,v3.1,10,47.44,55.87,2.38,291.02,59.68,0.62,167.44,0.52,SUCCESS,False
R050,H007,v3.1,10,41.26,49.31,1.36,129.53,61.94,0.94,100.14,1.99,SUCCESS,False
R050,H008,v3.1,5,47.42,52.14,3.0,261.21,77.13,1.61,176.23,1.37,SUCCESS,False
R050,H009,v3.1,25,42.63,55.47,1.15,192.35,78.55,1.11,226.88,0.76,SUCCESS,False
R050,H010,v3.1,100,56.41,62.78,0.96,182.33,67.99,1.33,192.95,1.84,SUCCESS,False
R050,H011,v3.1,5,53.36,63.5,2.59,198.75,80.81,0.93,124.27,1.8,SUCCESS,False
R050,H012,v3.1,100,50.88,53.22,0.62,112.07,67.59,1.82,119.39,0.9,SUCCESS,False
R050,H013,v3.1,10,62.79,52.34,2.12,286.7,79.06,0.86,186.29,2.06,SUCCESS,False
R050,H014,v3.1,5,60.29,51.91,0.67,207.7,91.84,0.8,105.15,2.24,SUCCESS,False
R050,H015,v3.1,5,43.0,65.54,2.1,191.45,86.06,1.65,112.98,0.67,SUCCESS,False
R050,H016,v3.1,25,58.1,53.61,0.91,149.7,55.81,1.16,147.84,2.02,SUCCESS,False
R050,H017,v3.1,10,41.71,44.58,1.31,199.67,69.84,0.58,226.44,1.82,SUCCESS,False
R050,H018,v3.1,25,65.18,70.4,1.83,297.12,86.09,1.41,141.88,1.83,SUCCESS,False
R050,H019,v3.1,25,41.52,57.47,1.66,245.32,64.99,1.0,196.16,2.26,SUCCESS,False
R050,H020,v3.1,100,47.56,60.9,1.14,254.17,76.06,1.02,238.45,1.07,SUCCESS,False
R050,H021,v3.1,5,48.18,41.63,1.62,136.83,86.24,1.5,248.7,2.03,SUCCESS,False
R050,H022,v3.1,5,49.57,71.12,0.62,257.39,86.24,1.47,159.05,1.89,SUCCESS,False
R050,H023,v3.1,50,55.46,50.88,1.9,297.49,84.29,1.4,153.24,1.43,SUCCESS,False
R050,H024,v3.1,5,42.19,39.6,1.8,164.18,86.91,1.32,176.37,1.23,SUCCESS,False
R050,H025,v3.1,5,45.7,62.88,1.07,206.02,89.87,1.36,145.32,0.84,SUCCESS,False
R050,H026,v3.1,50,57.33,47.33,2.74,119.04,89.95,1.24,114.2,2.66,SUCCESS,False
R050,H027,v3.1,50,54.45,67.3,2.24,182.47,65.66,1.49,165.82,2.66,SUCCESS,False
R050,H028,v3.1,10,46.77,57.55,1.87,125.2,91.85,1.31,224.75,2.67,SUCCESS,False
R050,H029,v3.1,10,49.3,60.07,2.83,275.85,79.42,1.09,109.93,2.57,SUCCESS,False
R050,H030,v3.1,5,60.86,62.88,1.26,243.2,79.73,0.56,201.65,2.27,SUCCESS,False
R050,H031,v3.1,50,62.86,47.19,2.58,143.16,83.87,0.86,166.85,2.87,SUCCESS,False
R050,H032,v3.1,25,48.51,68.73,0.73,222.17,97.48,0.75,203.96,1.43,SUCCESS,False
R050,H033,v3.1,50,57.34,58.82,1.5,177.96,87.87,0.74,167.36,1.88,SUCCESS,False
R050,H034,v3.1,50,51.6,53.73,3.0,167.14,57.72,1.3,114.7,1.47,SUCCESS,False
R050,H035,v3.1,25,43.58,58.1,0.81,279.13,73.4,1.31,223.34,2.55,SUCCESS,False
R050,H036,v3.1,5,71.21,58.14,2.4,194.21,62.24,1.89,221.34,2.88,SUCCESS,False
R050,H037,v3.1,25,46.56,59.83,1.02,222.89,75.4,1.61,116.6,1.03,SUCCESS,False
R050,H038,v3.1,10,42.59,59.21,2.07,235.63,92.37,1.02,157.24,2.51,SUCCESS,False
R050,H039,v3.1,50,57.28,60.93,2.13,115.76,69.42,0.91,178.88,0.63,SUCCESS,False
R050,H040,v3.1,5,70.39,59.25,2.73,190.99,88.17,0.75,194.05,0.61,SUCCESS,False
R050,H041,v3.1,50,39.28,60.33,0.66,232.5,87.35,1.06,170.9,0.8,SUCCESS,False
R050,H042,v3.1,50,72.95,53.78,0.59,279.64,70.87,1.06,145.34,2.9,SUCCESS,False
R050,H043,v3.1,50,57.69,43.95,2.82,139.75,83.15,0.54,173.45,2.8,IN_PROGRESS,False
R050,H044,v3.1,50,40.8,59.62,2.4,259.01,54.34,0.76,241.9,1.09,SUCCESS,False
R050,H045,v3.1,5,40.46,51.72,1.44,227.13,91.38,1.95,139.59,1.77,SUCCESS,False
R050,H046,v3.1,5,47.06,50.09,2.75,217.21,70.54,1.37,158.45,2.76,IN_PROGRESS,False
R050,H047,v3.1,10,56.7,59.39,1.25,240.73,50.57,0.66,224.96,1.05,SUCCESS,False
R050,H048,v3.1,10,30.76,55.95,2.56,265.76,86.36,1.94,192.26,1.54,SUCCESS,False
R050,H049,v3.1,5,60.53,56.09,1.37,114.48,77.75,1.45,156.98,2.5,SUCCESS,False
R050,H050,v3.1,5,41.98,56.08,0.81,102.26,63.22,1.58,161.77,2.18,IN_PROGRESS,False
R051,H001,v3.2,10,51.3,55.42,1.43,139.06,72.38,1.73,231.43,1.8,SUCCESS,False
R051,H002,v3.2,50,57.79,61.81,0.54,284.04,52.06,1.86,238.62,1.38,SUCCESS,False
R051,H003,v3.2,50,46.42,44.21,0.59,184.51,93.85,1.26,144.91,0.67,SUCCESS,False
R051,H004,v3.2,5,46.67,51.15,2.87,160.84,53.19,1.56,200.73,0.56,SUCCESS,False
R051,H005,v3.2,5,36.12,49.15,0.66,258.23,91.73,1.25,149.78,2.05,SUCCESS,False
R051,H006,v3.2,5,51.64,55.88,2.13,195.02,70.96,1.08,212.91,1.44,SUCCESS,False
R051,H007,v3.2,25,52.42,63.98,1.28,188.82,71.5,1.28,156.42,1.39,SUCCESS,False
R051,H008,v3.2,25,36.0,51.77,1.28,217.55,85.09,1.45,214.46,2.64,SUCCESS,False
R051,H009,v3.2,100,29.28,56.71,0.55,108.69,99.02,1.72,217.19,0.58,SUCCESS,False
R051,H010,v3.2,10,50.42,58.83,2.13,163.15,85.54,1.88,111.03,2.03,SUCCESS,False
R051,H011,v3.2,10,39.76,52.02,2.95,216.9,84.08,1.9,209.48,0.98,SUCCESS,False
R051,H012,v3.2,5,69.59,57.0,2.47,239.01,77.86,0.64,115.57,1.41,IN_PROGRESS,False
R051,H013,v3.2,10,53.28,56.87,1.76,255.96,77.38,0.95,139.27,0.97,SUCCESS,False
R051,H014,v3.2,25,54.98,61.65,1.91,277.93,85.72,1.76,195.28,0.78,SUCCESS,False
R051,H015,v3.2,100,36.76,57.95,0.52,251.68,97.12,1.16,107.35,0.89,SUCCESS,False
R051,H016,v3.2,25,55.89,59.82,2.24,277.21,58.86,1.01,179.82,1.0,SUCCESS,False
R051,H017,v3.2,25,59.79,59.43,0.53,212.51,62.98,1.09,119.52,1.67,SUCCESS,False
R051,H018,v3.2,10,50.2,59.79,0.87,129.64,91.57,1.97,136.48,2.02,SUCCESS,False
R051,H019,v3.2,5,53.63,56.96,1.1,258.98,62.46,0.5,115.27,1.0,SUCCESS,False
R051,H020,v3.2,10,26.48,57.27,2.93,261.47,77.87,1.11,146.42,2.83,SUCCESS,False
R051,H021,v3.2,5,31.78,53.1,2.97,149.97,65.82,0.72,106.28,2.67,SUCCESS,False
R051,H022,v3.2,10,72.24,64.53,1.17,167.95,92.61,1.51,161.09,0.55,SUCCESS,False
R051,H023,v3.2,10,59.15,61.17,2.76,219.03,86.1,1.0,219.74,2.04,SUCCESS,False
R051,H024,v3.2,5,53.34,51.34,1.4,261.2,62.76,1.89,202.46,2.89,SUCCESS,False
R051,H025,v3.2,10,50.0,47.2,2.55,299.53,60.39,0.66,172.58,1.0,SUCCESS,False
R051,H026,v3.2,50,49.67,54.33,1.04,242.46,76.16,1.6,115.29,1.63,SUCCESS,False
R051,H027,v3.2,50,75.91,60.67,1.78,151.61,68.49,1.15,112.47,1.06,SUCCESS,False
R051,H028,v3.2,25,56.73,63.14,2.69,180.7,86.94,0.84,136.98,1.87,IN_PROGRESS,False
R051,H029,v3.2,50,39.71,61.28,0.64,239.44,82.97,1.46,101.05,2.39,SUCCESS,False
R051,H030,v3.2,25,48.29,60.52,0.75,165.17,63.65,1.26,189.02,1.54,SUCCESS,False
R051,H031,v3.2,5,100.0,43.49,1.73,234.63,96.63,1.88,194.44,1.96,SUCCESS,False
R051,H032,v3.2,100,59.61,50.74,1.38,244.7,75.06,1.28,128.11,2.44,SUCCESS,False
R051,H033,v3.2,25,63.05,65.21,1.73,259.12,94.07,0.75,141.04,1.71,SUCCESS,False
R051,H034,v3.2,25,39.61,55.32,1.2,237.2,83.12,1.84,126.81,0.69,IN_PROGRESS,False
R051,H035,v3.2,25,57.72,53.73,1.01,286.75,54.99,1.89,113.71,1.82,SUCCESS,False
R051,H036,v3.2,10,63.27,54.39,2.56,163.43,95.56,1.23,172.3,0.51,SUCCESS,False
R051,H037,v3.2,5,52.94,61.19,0.66,164.97,74.04,0.54,178.87,1.43,SUCCESS,False
R051,H038,v3.2,100,40.73,57.95,1.06,280.14,59.47,1.9,184.82,2.25,SUCCESS,False
R051,H039,v3.2,5,34.17,50.49,2.73,269.12,51.53,1.91,169.19,1.51,SUCCESS,False
R051,H040,v3.2,10,48.82,50.67,0.91,237.76,77.34,0.65,243.62,0.7,SUCCESS,False
R051,H041,v3.2,5,47.31,43.37,2.94,263.98,93.04,0.63,209.74,2.62,SUCCESS,False
R051,H042,v3.2,100,44.05,52.32,1.92,170.67,77.93,0.92,188.5,1.96,SUCCESS,False
R051,H043,v3.2,50,61.33,54.85,2.14,120.04,91.6,0.97,166.57,2.66,SUCCESS,False
R051,H044,v3.2,10,48.87,62.79,2.65,120.29,77.41,1.6,232.02,0.75,SUCCESS,False
R051,H045,v3.2,5,42.78,66.28,2.98,232.59,83.48,1.4,228.26,2.54,IN_PROGRESS,False
R051,H046,v3.2,10,35.36,64.65,1.57,211.62,88.15,1.52,188.53,2.6,SUCCESS,False
R051,H047,v3.2,5,47.83,61.5,1.91,241.21,95.65,0.84,219.9,2.88,SUCCESS,False
R051,H048,v3.2,25,48.47,64.21,3.0,100.08,65.09,1.57,146.24,0.77,SUCCESS,False
R051,H049,v3.2,25,54.21,54.39,2.07,183.17,64.77,0.58,137.91,2.51,SUCCESS,False
R051,H050,v3.2,5,41.34,68.81,2.74,182.17,95.46,0.6,218.18,2.28,SUCCESS,False
R052,H001,v3.3,25,60.42,57.03,0.56,139.21,83.29,0.89,165.21,1.65,SUCCESS,False
R052,H002,v3.3,50,41.55,57.99,1.09,207.1,64.37,0.55,152.41,2.88,SUCCESS,False
R052,H003,v3.3,5,36.97,40.81,1.38,220.72,90.97,1.35,226.92,2.35,SUCCESS,False
R052,H004,v3.3,100,36.63,56.06,0.81,197.14,78.85,1.56,195.54,0.9,SUCCESS,False
R052,H005,v3.3,5,47.96,54.24,2.09,230.44,95.96,0.67,123.05,0.94,SUCCESS,False
R052,H006,v3.3,10,48.0,47.61,1.57,193.75,60.91,1.02,222.65,2.65,SUCCESS,False
R052,H007,v3.3,5,36.71,48.86,0.73,212.07,98.32,1.14,132.95,0.57,SUCCESS,False
R052,H008,v3.3,5,43.62,59.67,2.25,271.11,73.71,1.62,224.86,2.9,IN_PROGRESS,False
R052,H009,v3.3,10,30.63,67.42,1.81,290.52,62.66,1.47,168.69,1.75,SUCCESS,False
R052,H010,v3.3,5,52.46,49.84,1.46,274.3,64.77,1.0,114.15,1.79,SUCCESS,False
R052,H011,v3.3,25,42.19,36.61,2.8,171.99,68.17,0.75,200.55,2.03,SUCCESS,False
R052,H012,v3.3,10,59.29,53.32,1.0,144.29,95.16,1.09,223.06,2.62,SUCCESS,False
R052,H013,v3.3,5,72.78,45.38,2.73,118.09,96.34,1.64,176.5,2.24,SUCCESS,False
R052,H014,v3.3,5,83.82,57.32,1.08,235.0,69.47,0.85,190.88,1.17,SUCCESS,False
R052,H015,v3.3,5,54.73,44.66,2.33,232.06,52.62,0.8,116.26,1.69,IN_PROGRESS,False
R052,H016,v3.3,100,65.13,67.08,2.31,102.2,86.94,1.55,132.71,2.54,SUCCESS,False
R052,H017,v3.3,10,44.69,58.48,0.93,266.18,80.24,0.67,113.1,2.03,SUCCESS,False
R052,H018,v3.3,100,51.67,51.26,1.87,122.25,58.93,0.83,132.18,1.41,SUCCESS,False
R052,H019,v3.3,5,47.43,69.47,2.99,246.72,90.24,0.88,101.55,1.79,SUCCESS,False
R052,H020,v3.3,25,42.67,47.59,0.53,283.39,84.48,1.18,126.88,2.22,SUCCESS,False
R052,H021,v3.3,10,42.59,51.73,1.63,199.09,86.17,1.57,153.93,1.14,SUCCESS,False
R052,H022,v3.3,10,60.0,57.12,2.67,209.18,92.42,1.43,190.8,2.78,IN_PROGRESS,False
R052,H023,v3.3,10,40.37,62.85,1.35,237.22,54.07,0.82,236.61,1.69,SUCCESS,False
R052,H024,v3.3,10,65.21,59.59,0.87,174.39,97.21,1.65,212.68,2.68,SUCCESS,False
R052,H025,v3.3,5,40.09,56.75,2.72,223.99,99.36,0.86,174.08,1.99,SUCCESS,False
R052,H026,v3.3,5,57.36,46.93,0.57,238.13,84.45,1.27,176.29,1.64,SUCCESS,False
R052,H027,v3.3,100,,53.52,2.47,260.04,91.12,0.6,202.56,0.74,SUCCESS,False
R052,H028,v3.3,50,36.58,45.53,0.56,253.72,66.36,1.48,226.66,1.33,SUCCESS,False
R052,H029,v3.3,10,38.8,42.67,2.33,142.59,95.53,1.95,111.5,1.44,SUCCESS,False
R052,H030,v3.3,5,40.02,46.01,2.58,146.2,84.06,1.53,185.47,1.78,SUCCESS,False
R052,H031,v3.3,10,57.13,56.75,1.12,172.38,90.94,1.5,111.73,1.08,SUCCESS,False
R052,H032,v3.3,10,43.41,39.29,0.92,273.07,50.99,0.6,242.16,1.23,SUCCESS,False
R052,H033,v3.3,5,56.62,61.74,0.96,212.93,71.97,1.37,155.75,0.58,SUCCESS,False
R052,H034,v3.3,5,40.09,51.29,2.95,209.17,87.08,1.78,233.7,1.69,SUCCESS,False
R052,H035,v3.3,5,45.73,61.42,1.57,142.66,59.77,1.51,182.71,2.66,SUCCESS,False
R052,H036,v3.3,5,27.72,56.17,2.16,119.03,60.59,0.7,183.24,2.06,SUCCESS,False
R052,H037,v3.3,50,30.04,54.55,0.51,136.66,64.43,0.63,108.62,1.05,SUCCESS,False
R052,H038,v3.3,5,47.84,54.28,1.52,270.52,95.43,1.72,136.05,1.45,SUCCESS,False
R052,H039,v3.3,100,51.71,57.06,2.36,268.67,71.15,0.54,214.87,2.16,SUCCESS,False
R052,H040,v3.3,10,57.65,56.87,0.76,291.83,96.49,1.3,160.49,2.92,SUCCESS,False
R052,H041,v3.3,10,37.97,59.43,0.55,244.7,70.28,0.6,235.21,2.63,SUCCESS,False
R052,H042,v3.3,5,63.14,55.54,1.71,280.11,82.56,1.27,172.28,2.6,SUCCESS,False
R052,H043,v3.3,10,49.86,52.28,0.82,136.66,93.35,1.29,142.15,1.7,SUCCESS,False
R052,H044,v3.3,25,46.1,45.29,2.82,129.23,70.03,1.73,204.95,1.02,IN_PROGRESS,False
R052,H045,v3.3,5,43.92,62.57,0.83,169.13,56.63,1.29,180.48,2.74,SUCCESS,False
R052,H046,v3.3,5,63.64,35.08,2.08,232.91,52.68,1.39,148.59,0.66,SUCCESS,False
R052,H047,v3.3,25,45.9,60.59,2.69,116.21,82.01,0.75,214.24,2.5,SUCCESS,False
R052,H048,v3.3,100,49.44,60.85,1.47,278.64,67.73,1.2,189.16,2.78,SUCCESS,False
R052,H049,v3.3,5,66.15,59.72,0.67,276.47,69.07,1.27,143.69,1.19,SUCCESS,False
R052,H050,v3.3,5,63.35,65.5,2.85,159.69,80.82,1.96,247.09,0.97,SUCCESS,False
R053,H001,v3.4,5,55.6,54.54,1.89,129.93,61.42,1.4,156.12,1.61,SUCCESS,False
R053,H002,v3.4,10,47.41,50.75,2.6,256.74,82.8,1.13,148.33,2.93,SUCCESS,False
R053,H003,v3.4,25,52.25,54.67,1.49,,69.78,1.23,213.86,2.68,SUCCESS,False
R053,H004,v3.4,10,48.36,55.29,0.81,147.3,78.84,1.12,189.47,2.19,SUCCESS,False
R053,H005,v3.4,10,47.67,42.4,0.99,282.77,60.62,1.02,224.65,1.52,SUCCESS,False
R053,H006,v3.4,10,54.9,58.24,0.75,284.81,93.46,1.5,151.79,2.06,SUCCESS,False
R053,H007,v3.4,5,56.7,63.06,2.14,121.22,94.06,1.54,161.35,2.75,SUCCESS,False
R053,H008,v3.4,10,36.85,66.71,2.09,244.02,75.73,1.95,169.62,2.06,SUCCESS,False
R053,H009,v3.4,5,52.24,59.67,2.88,216.56,89.62,0.7,117.97,1.65,SUCCESS,False
R053,H010,v3.4,5,44.15,46.4,2.49,136.5,53.25,1.06,111.72,1.37,SUCCESS,False
R053,H011,v3.4,50,47.23,55.84,0.84,197.16,90.18,0.93,120.54,1.02,SUCCESS,False
R053,H012,v3.4,5,50.89,36.4,,129.74,67.42,1.38,207.55,1.86,SUCCESS,False
R053,H013,v3.4,5,47.35,60.72,1.78,135.75,96.94,1.48,116.58,1.87,IN_PROGRESS,False
R053,H014,v3.4,5,41.81,65.03,1.46,230.85,55.14,1.22,225.06,0.99,SUCCESS,False
R053,H015,v3.4,100,72.0,59.59,0.93,130.27,83.35,0.68,222.75,0.91,SUCCESS,False
R053,H016,v3.4,10,59.07,51.41,1.36,273.82,66.99,1.2,140.48,1.26,SUCCESS,False
R053,H017,v3.4,50,49.54,53.01,2.65,186.6,57.89,1.51,248.22,0.51,SUCCESS,False
R053,H018,v3.4,10,52.15,62.03,1.6,132.45,53.83,0.52,171.63,1.01,SUCCESS,False
R053,H019,v3.4,25,41.54,56.18,0.94,206.95,50.95,1.57,186.63,1.37,SUCCESS,False
R053,H020,v3.4,5,58.65,47.35,1.32,127.21,91.42,1.39,152.28,1.7,SUCCESS,False
R053,H021,v3.4,50,61.64,46.65,2.76,294.43,97.81,1.78,168.93,1.23,SUCCESS,False
R053,H022,v3.4,50,43.88,69.91,2.87,292.65,67.72,1.54,234.24,1.29,SUCCESS,False
R053,H023,v3.4,100,46.12,58.97,2.05,209.54,84.77,1.2,210.52,2.36,SUCCESS,False
R053,H024,v3.4,50,44.83,53.44,2.43,243.03,85.8,1.04,143.14,1.88,SUCCESS,False
R053,H025,v3.4,10,38.86,49.93,0.57,294.12,58.09,0.79,212.36,1.67,SUCCESS,False
R053,H026,v3.4,5,53.11,73.0,1.39,229.7,95.32,1.05,136.47,1.96,SUCCESS,False
R053,H027,v3.4,5,29.07,44.37,2.72,222.02,90.49,0.87,217.54,2.51,SUCCESS,False
R053,H028,v3.4,10,44.18,50.49,1.58,196.6,97.75,1.6,185.01,1.76,SUCCESS,False
