release_id,hospital_id,version,rollout_stage,cpu_usage,memory_usage,error_rate,latency_ms,error_budget_remaining,stable_error_rate,stable_latency_ms,canary_error_rate,deployment_status,harmful,missing_metric,noisy_metric,error_budget_status,canary_error_difference,canary_latency_difference,canary_error_ratio,canary_risk,fallback_action,risk_score,risk_decision
R058,H046,v3.9,50,30.56,56.13,0.73,164.74,85.6,1.36,223.49,2.7,SUCCESS,False,False,False,HEALTHY,1.34,-58.75,1.9852941176470589,WARNING,PROCESS,20,SAFE
R058,H047,v3.9,5,52.69,63.62,1.36,205.3,79.19,0.98,145.15,1.15,SUCCESS,False,False,False,HEALTHY,0.16999999999999993,60.150000000000006,1.173469387755102,SAFE,PROCESS,0,SAFE
R058,H048,v3.9,50,46.47,48.96,2.58,107.04,71.24,1.49,178.45,1.1,SUCCESS,False,False,False,HEALTHY,-0.3899999999999999,-71.40999999999998,0.738255033557047,SAFE,PROCESS,0,SAFE
R058,H049,v3.9,10,63.5,53.67,2.24,111.56,99.54,0.64,210.8,1.75,SUCCESS,False,False,False,HEALTHY,1.1099999999999999,-99.24000000000001,2.734375,WARNING,PROCESS,20,SAFE
R058,H050,v3.9,5,35.56,48.3,2.8,125.4,88.35,1.55,198.97,1.58,SUCCESS,False,False,False,HEALTHY,0.030000000000000027,-73.57,1.0193548387096774,SAFE,PROCESS,0,SAFE
R059,H001,v3.10,10,57.8,37.35,1.29,173.6,89.3,1.8,242.27,0.57,IN_PROGRESS,False,False,False,HEALTHY,-1.23,-68.67000000000002,0.31666666666666665,SAFE,PROCESS,5,SAFE
R059,H002,v3.10,50,48.89,49.8,2.85,235.04,69.24,1.79,181.68,2.15,SUCCESS,False,False,False,HEALTHY,0.3599999999999999,53.359999999999985,1.2011173184357542,SAFE,PROCESS,0,SAFE
R059,H003,v3.10,25,45.19,61.25,1.7,295.63,50.31,1.34,162.83,2.92,SUCCESS,False,False,False,HEALTHY,1.5799999999999998,132.79999999999998,2.17910447761194,WARNING,PROCESS,20,SAFE
R059,H004,v3.10,25,68.16,60.34,2.01,297.83,80.49,1.17,209.93,2.97,SUCCESS,False,False,False,HEALTHY,1.8000000000000003,87.89999999999998,2.5384615384615388,WARNING,PROCESS,20,SAFE
R059,H005,v3.10,5,50.22,49.5,1.52,205.5,52.38,1.1,202.41,2.65,SUCCESS,False,False,False,HEALTHY,1.5499999999999998,3.0900000000000034,2.4090909090909087,WARNING,PROCESS,20,SAFE
R059,H006,v3.10,25,56.52,54.8,2.86,282.72,51.88,1.24,172.15,2.72,SUCCESS,False,False,False,HEALTHY,1.4800000000000002,110.57000000000002,2.1935483870967745,WARNING,PROCESS,20,SAFE
R059,H007,v3.10,10,57.84,73.97,1.93,244.36,63.2,1.66,131.23,2.87,SUCCESS,False,False,False,HEALTHY,1.2100000000000002,113.13000000000002,1.7289156626506026,WARNING,PROCESS,20,SAFE
R059,H008,v3.10,10,53.61,48.94,0.82,164.54,76.95,1.92,171.95,1.07,SUCCESS,False,False,False,HEALTHY,-0.8499999999999999,-7.409999999999997,0.5572916666666667,SAFE,PROCESS,0,SAFE
R059,H009,v3.10,10,68.14,57.68,1.32,212.26,64.82,1.18,232.95,2.32,SUCCESS,False,False,False,HEALTHY,1.14,-20.689999999999998,1.966101694915254,WARNING,PROCESS,20,SAFE
R059,H010,v3.10,25,34.12,57.55,2.17,276.95,90.62,0.98,207.18,1.28,SUCCESS,False,False,False,HEALTHY,0.30000000000000004,69.76999999999998,1.306122448979592,SAFE,PROCESS,0,SAFE
R059,H011,v3.10,5,73.89,61.85,2.61,110.13,82.15,0.67,231.09,1.47,SUCCESS,False,False,False,HEALTHY,0.7999999999999999,-120.96000000000001,2.1940298507462686,SAFE,PROCESS,0,SAFE
R059,H012,v3.10,10,50.57,42.92,0.97,172.27,90.39,0.53,125.58,2.38,SUCCESS,False,False,False,HEALTHY,1.8499999999999999,46.69000000000001,4.4905660377358485,WARNING,PROCESS,20,SAFE
R059,H013,v3.10,25,45.52,100.0,2.32,112.54,77.38,1.93,231.68,2.86,SUCCESS,False,False,True,HEALTHY,0.9299999999999999,-119.14,1.4818652849740932,SAFE,HOLD,20,HOLD
R059,H014,v3.10,5,44.69,51.9,1.95,245.11,86.76,1.51,167.55,1.21,SUCCESS,False,False,False,HEALTHY,-0.30000000000000004,77.56,0.8013245033112583,SAFE,PROCESS,0,SAFE
R059,H015,v3.10,25,46.8,42.62,2.47,149.5,54.52,0.91,118.32,1.86,SUCCESS,False,False,False,HEALTHY,0.9500000000000001,31.180000000000007,2.043956043956044,SAFE,PROCESS,0,SAFE
R059,H016,v3.10,10,40.3,53.27,1.2,201.07,98.41,1.64,211.6,2.67,SUCCESS,False,False,False,HEALTHY,1.03,-10.530000000000001,1.628048780487805,WARNING,PROCESS,20,SAFE
R059,H017,v3.10,10,46.89,53.63,1.55,223.63,90.52,1.44,136.56,2.47,IN_PROGRESS,False,False,False,HEALTHY,1.0300000000000002,87.07,1.715277777777778,WARNING,PROCESS,25,SAFE
R059,H018,v3.10,10,48.0,51.3,2.96,279.89,93.81,1.71,139.95,1.49,SUCCESS,False,False,False,HEALTHY,-0.21999999999999997,139.94,0.8713450292397661,WARNING,PROCESS,20,SAFE
R059,H019,v3.10,5,46.4,47.68,1.28,276.03,67.67,0.8,229.27,1.14,SUCCESS,False,False,False,HEALTHY,0.33999999999999986,46.75999999999996,1.4249999999999998,SAFE,PROCESS,0,SAFE
R059,H020,v3.10,5,47.66,53.36,2.74,113.57,62.25,1.15,158.72,0.75,IN_PROGRESS,False,False,False,HEALTHY,-0.3999999999999999,-45.150000000000006,0.6521739130434783,SAFE,PROCESS,5,SAFE
R059,H021,v3.10,50,61.84,63.29,2.45,266.11,84.35,1.07,144.08,1.17,SUCCESS,False,False,False,HEALTHY,0.09999999999999987,122.03,1.0934579439252334,WARNING,PROCESS,20,SAFE
R059,H022,v3.10,5,59.47,53.45,1.83,249.7,55.3,0.61,129.21,0.94,SUCCESS,False,False,False,HEALTHY,0.32999999999999996,120.48999999999998,1.540983606557377,WARNING,PROCESS,20,SAFE
R059,H023,v3.10,50,52.45,50.91,1.72,138.59,77.23,1.14,177.82,1.98,SUCCESS,False,False,False,HEALTHY,0.8400000000000001,-39.22999999999999,1.736842105263158,SAFE,PROCESS,0,SAFE
R059,H024,v3.10,5,52.94,56.46,1.6,148.92,62.5,1.53,129.96,1.5,SUCCESS,False,False,False,HEALTHY,-0.030000000000000027,18.95999999999998,0.9803921568627451,SAFE,PROCESS,0,SAFE
R059,H025,v3.10,5,52.14,50.44,2.83,114.9,86.47,1.58,199.86,1.54,SUCCESS,False,False,False,HEALTHY,-0.040000000000000036,-84.96000000000001,0.9746835443037974,SAFE,PROCESS,0,SAFE
R059,H026,v3.10,50,51.0,58.54,2.82,238.09,58.08,1.93,215.14,2.77,SUCCESS,False,False,False,HEALTHY,0.8400000000000001,22.950000000000017,1.4352331606217616,SAFE,PROCESS,0,SAFE
R059,H027,v3.10,10,35.55,49.91,0.96,203.04,73.62,0.98,106.53,2.02,SUCCESS,False,False,False,HEALTHY,1.04,96.50999999999999,2.061224489795918,WARNING,PROCESS,20,SAFE
R059,H028,v3.10,5,41.85,53.05,2.44,162.55,76.57,1.8,107.04,0.78,IN_PROGRESS,False,False,False,HEALTHY,-1.02,55.510000000000005,0.43333333333333335,SAFE,PROCESS,5,SAFE
R059,H029,v3.10,25,34.36,54.98,2.5,286.21,61.65,0.55,119.78,0.51,SUCCESS,False,False,False,HEALTHY,-0.040000000000000036,166.42999999999998,0.9272727272727272,WARNING,PROCESS,20,SAFE
R059,H030,v3.10,50,43.58,59.9,2.91,101.17,54.42,1.46,138.61,1.92,SUCCESS,False,False,False,HEALTHY,0.45999999999999996,-37.44000000000001,1.3150684931506849,SAFE,PROCESS,0,SAFE
R059,H031,v3.10,50,50.73,55.73,0.9,265.3,81.86,1.39,137.7,2.93,SUCCESS,False,False,False,HEALTHY,1.5400000000000003,127.60000000000002,2.1079136690647484,WARNING,PROCESS,20,SAFE
R059,H032,v3.10,25,37.19,59.23,2.31,160.18,69.59,1.32,239.42,1.18,SUCCESS,False,False,False,HEALTHY,-0.14000000000000012,-79.23999999999998,0.8939393939393938,SAFE,PROCESS,0,SAFE
R059,H033,v3.10,50,31.08,68.4,2.93,198.77,50.77,0.89,211.99,2.14,SUCCESS,False,False,False,HEALTHY,1.25,-13.219999999999999,2.404494382022472,WARNING,PROCESS,20,SAFE
R059,H034,v3.10,10,30.09,63.99,2.05,163.8,98.32,1.85,172.93,1.46,SUCCESS,False,False,False,HEALTHY,-0.3900000000000001,-9.129999999999995,0.7891891891891891,SAFE,PROCESS,0,SAFE
R059,H035,v3.10,10,72.08,65.42,2.38,295.19,55.58,1.1,114.18,2.05,SUCCESS,False,False,False,HEALTHY,0.9499999999999997,181.01,1.8636363636363633,WARNING,PROCESS,20,SAFE
R059,H036,v3.10,5,69.56,67.18,1.03,225.81,94.26,0.88,212.54,2.43,SUCCESS,False,False,False,HEALTHY,1.5500000000000003,13.27000000000001,2.7613636363636367,WARNING,PROCESS,20,SAFE
R059,H037,v3.10,10,73.99,61.64,2.98,297.0,51.7,0.84,232.33,1.97,SUCCESS,False,False,False,HEALTHY,1.13,64.66999999999999,2.3452380952380953,WARNING,PROCESS,20,SAFE
R059,H038,v3.10,100,33.15,55.85,2.87,223.83,69.2,0.63,185.22,1.08,SUCCESS,False,False,False,HEALTHY,0.45000000000000007,38.610000000000014,1.7142857142857144,SAFE,PROCESS,0,SAFE
R059,H039,v3.10,5,46.88,50.05,3.0,118.87,63.58,0.9,121.73,1.03,SUCCESS,False,False,False,HEALTHY,0.13,-2.8599999999999994,1.1444444444444444,SAFE,PROCESS,20,SAFE
R059,H040,v3.10,5,26.5,57.75,2.49,168.78,65.5,1.48,194.61,1.08,SUCCESS,False,False,False,HEALTHY,-0.3999999999999999,-25.830000000000013,0.7297297297297298,SAFE,PROCESS,0,SAFE
R059,H041,v3.10,50,56.5,61.22,1.42,220.83,62.27,1.39,167.0,2.32,SUCCESS,False,False,False,HEALTHY,0.9299999999999999,53.83000000000001,1.669064748201439,SAFE,PROCESS,0,SAFE
R059,H042,v3.10,5,46.39,62.32,2.42,235.21,92.25,0.75,171.97,2.1,SUCCESS,False,False,False,HEALTHY,1.35,63.24000000000001,2.8000000000000003,WARNING,PROCESS,20,SAFE
R059,H043,v3.10,100,43.73,46.76,1.29,121.83,56.81,1.69,231.79,2.32,SUCCESS,False,False,False,HEALTHY,0.6299999999999999,-109.96,1.3727810650887573,SAFE,PROCESS,0,SAFE
R059,H044,v3.10,50,49.91,63.07,2.97,120.68,82.07,1.74,189.34,2.52,SUCCESS,False,False,False,HEALTHY,0.78,-68.66,1.4482758620689655,SAFE,PROCESS,0,SAFE
R059,H045,v3.10,50,59.02,47.29,1.69,251.58,77.78,0.76,129.56,1.72,SUCCESS,False,False,False,HEALTHY,0.96,122.02000000000001,2.263157894736842,WARNING,PROCESS,20,SAFE
R059,H046,v3.10,10,55.86,60.96,2.02,147.76,52.51,0.99,132.95,0.93,SUCCESS,False,False,False,HEALTHY,-0.05999999999999994,14.810000000000002,0.9393939393939394,SAFE,PROCESS,0,SAFE
R059,H047,v3.10,25,67.17,63.12,2.12,,95.89,1.04,166.74,2.52,SUCCESS,False,True,False,HEALTHY,1.48,,2.423076923076923,UNKNOWN,HOLD,20,HOLD
R059,H048,v3.10,25,50.33,47.39,1.91,292.57,96.14,1.22,174.7,0.58,SUCCESS,False,False,False,HEALTHY,-0.64,117.87,0.47540983606557374,WARNING,PROCESS,20,SAFE
R059,H049,v3.10,10,69.43,52.8,2.22,194.56,53.16,0.84,194.02,1.48,SUCCESS,False,False,False,HEALTHY,0.64,0.539999999999992,1.7619047619047619,SAFE,PROCESS,0,SAFE
R059,H050,v3.10,10,64.65,55.15,1.17,174.31,99.65,0.63,186.96,2.22,IN_PROGRESS,False,False,False,HEALTHY,1.5900000000000003,-12.650000000000006,3.523809523809524,WARNING,PROCESS,25,SAFE
R060,H001,v3.11,10,59.73,46.68,2.68,157.6,71.7,1.4,157.97,2.27,SUCCESS,False,False,False,HEALTHY,0.8700000000000001,-0.37000000000000455,1.6214285714285714,SAFE,PROCESS,0,SAFE
R060,H002,v3.11,10,56.15,60.75,2.41,299.54,69.44,1.64,147.2,0.85,SUCCESS,False,False,False,HEALTHY,-0.7899999999999999,152.34000000000003,0.5182926829268293,WARNING,PROCESS,20,SAFE
R060,H003,v3.11,5,50.62,49.33,1.11,260.33,57.31,1.56,210.66,0.62,SUCCESS,False,False,False,HEALTHY,-0.9400000000000001,49.66999999999999,0.3974358974358974,SAFE,PROCESS,0,SAFE
R060,H004,v3.11,50,37.57,43.87,1.63,184.11,67.0,1.27,131.59,2.18,SUCCESS,False,False,False,HEALTHY,0.9100000000000001,52.52000000000001,1.7165354330708662,SAFE,PROCESS,0,SAFE
R060,H005,v3.11,100,49.91,51.6,1.06,216.41,75.56,0.77,167.73,2.54,SUCCESS,False,False,False,HEALTHY,1.77,48.68000000000001,3.2987012987012987,WARNING,PROCESS,20,SAFE
R060,H006,v3.11,25,48.71,50.63,2.6,126.61,76.78,1.96,168.43,2.34,IN_PROGRESS,False,False,False,HEALTHY,0.3799999999999999,-41.82000000000001,1.193877551020408,SAFE,PROCESS,5,SAFE
R060,H007,v3.11,50,42.67,64.41,1.72,267.15,72.87,1.86,157.74,2.09,SUCCESS,False,False,False,HEALTHY,0.22999999999999976,109.40999999999997,1.1236559139784945,WARNING,PROCESS,20,SAFE
R060,H008,v3.11,5,35.64,58.9,1.45,294.5,93.22,1.35,160.94,2.84,SUCCESS,False,False,False,HEALTHY,1.4899999999999998,133.56,2.1037037037037036,WARNING,PROCESS,20,SAFE
R060,H009,v3.11,25,33.44,40.51,0.66,164.12,62.51,0.89,104.96,2.79,SUCCESS,False,False,False,HEALTHY,1.9,59.16000000000001,3.134831460674157,WARNING,PROCESS,20,SAFE
R060,H010,v3.11,25,44.06,55.6,1.48,,65.05,0.74,121.43,0.99,SUCCESS,False,True,False,HEALTHY,0.25,,1.337837837837838,UNKNOWN,HOLD,20,HOLD
R060,H011,v3.11,5,51.22,44.11,0.61,125.39,92.31,1.49,117.54,2.66,SUCCESS,False,False,False,HEALTHY,1.1700000000000002,7.849999999999994,1.7852348993288591,WARNING,PROCESS,20,SAFE
R060,H012,v3.11,5,41.48,39.19,2.18,293.45,83.35,1.37,189.61,2.73,SUCCESS,False,False,False,HEALTHY,1.3599999999999999,103.83999999999997,1.9927007299270072,WARNING,PROCESS,20,SAFE
R060,H013,v3.11,5,52.94,61.83,2.16,120.76,72.72,0.77,194.57,2.16,SUCCESS,False,False,False,HEALTHY,1.3900000000000001,-73.80999999999999,2.8051948051948052,WARNING,PROCESS,20,SAFE
R060,H014,v3.11,10,33.71,44.2,2.34,241.28,81.6,1.34,122.06,2.77,SUCCESS,False,False,False,HEALTHY,1.43,119.22,2.0671641791044775,WARNING,PROCESS,20,SAFE
R060,H015,v3.11,5,55.48,49.55,2.43,258.16,93.33,1.62,119.88,1.23,SUCCESS,False,False,False,HEALTHY,-0.3900000000000001,138.28000000000003,0.7592592592592592,WARNING,PROCESS,20,SAFE
R060,H016,v3.11,25,38.9,64.02,2.34,210.09,68.38,0.66,206.64,1.9,SUCCESS,False,False,False,HEALTHY,1.2399999999999998,3.450000000000017,2.8787878787878785,WARNING,PROCESS,20,SAFE
R060,H017,v3.11,5,56.14,45.86,2.82,219.94,98.82,0.5,249.55,2.5,SUCCESS,False,False,False,HEALTHY,2.0,-29.610000000000014,5.0,WARNING,PROCESS,20,SAFE
R060,H018,v3.11,10,53.11,63.86,1.69,162.27,88.22,1.76,228.0,0.51,SUCCESS,False,False,False,HEALTHY,-1.25,-65.72999999999999,0.2897727272727273,SAFE,PROCESS,0,SAFE
R060,H019,v3.11,5,49.28,60.61,0.76,234.83,71.9,1.89,100.2,2.74,SUCCESS,False,False,False,HEALTHY,0.8500000000000003,134.63,1.44973544973545,WARNING,PROCESS,20,SAFE
R060,H020,v3.11,50,45.71,41.11,0.51,160.69,81.61,0.94,163.95,1.61,SUCCESS,False,False,False,HEALTHY,0.6700000000000002,-3.259999999999991,1.7127659574468088,SAFE,PROCESS,0,SAFE
R060,H021,v3.11,100,66.04,57.81,0.53,155.27,75.35,1.09,132.53,2.56,SUCCESS,False,False,False,HEALTHY,1.47,22.74000000000001,2.348623853211009,WARNING,PROCESS,20,SAFE
R060,H022,v3.11,25,55.57,45.02,0.57,218.45,89.75,1.01,110.62,2.89,SUCCESS,False,False,False,HEALTHY,1.8800000000000001,107.82999999999998,2.8613861386138613,WARNING,PROCESS,20,SAFE
R060,H023,v3.11,10,39.01,52.76,2.78,258.71,68.27,1.96,248.48,1.78,SUCCESS,False,False,False,HEALTHY,-0.17999999999999994,10.22999999999999,0.9081632653061225,SAFE,PROCESS,0,SAFE
R060,H024,v3.11,50,34.45,55.01,0.51,211.91,81.56,0.53,238.09,1.11,SUCCESS,False,False,False,HEALTHY,0.5800000000000001,-26.180000000000007,2.0943396226415096,SAFE,PROCESS,0,SAFE
R060,H025,v3.11,25,57.3,74.88,0.83,139.42,84.66,1.18,168.71,0.85,SUCCESS,False,False,False,HEALTHY,-0.32999999999999996,-29.29000000000002,0.7203389830508474,SAFE,PROCESS,0,SAFE
R060,H026,v3.11,10,58.55,63.56,2.51,276.9,92.22,1.35,111.16,2.4,SUCCESS,False,False,False,HEALTHY,1.0499999999999998,165.73999999999998,1.7777777777777777,WARNING,PROCESS,20,SAFE
R060,H027,v3.11,100,46.04,61.56,0.88,227.9,68.96,1.32,154.98,0.61,SUCCESS,False,False,False,HEALTHY,-0.7100000000000001,72.92000000000002,0.4621212121212121,SAFE,PROCESS,0,SAFE
R060,H028,v3.11,100,75.11,63.93,2.59,198.56,80.74,1.72,248.15,1.52,SUCCESS,False,False,False,HEALTHY,-0.19999999999999996,-49.59,0.8837209302325582,SAFE,PROCESS,0,SAFE
R060,H029,v3.11,25,53.4,51.53,0.58,298.5,83.55,1.51,172.07,2.57,IN_PROGRESS,False,False,False,HEALTHY,1.0599999999999998,126.43,1.7019867549668872,WARNING,PROCESS,25,SAFE
R060,H030,v3.11,25,65.18,53.21,1.76,194.94,76.99,0.92,155.42,1.25,SUCCESS,False,False,False,HEALTHY,0.32999999999999996,39.52000000000001,1.358695652173913,SAFE,PROCESS,0,SAFE
R060,H031,v3.11,10,61.22,58.96,2.9,249.24,64.96,0.58,151.55,1.57,SUCCESS,False,False,False,HEALTHY,0.9900000000000001,97.69,2.7068965517241383,SAFE,PROCESS,0,SAFE
R060,H032,v3.11,25,59.28,49.82,0.93,221.69,77.48,0.86,148.55,0.63,SUCCESS,False,False,False,HEALTHY,-0.22999999999999998,73.13999999999999,0.7325581395348837,SAFE,PROCESS,0,SAFE
R060,H033,v3.11,10,48.57,54.24,2.01,237.49,80.14,1.02,223.96,1.24,SUCCESS,False,False,False,HEALTHY,0.21999999999999997,13.530000000000001,1.2156862745098038,SAFE,PROCESS,0,SAFE
R060,H034,v3.11,5,39.35,47.28,2.93,245.65,84.97,0.54,247.21,1.96,SUCCESS,False,False,False,HEALTHY,1.42,-1.5600000000000023,3.6296296296296293,WARNING,PROCESS,20,SAFE
R060,H035,v3.11,10,67.76,44.31,0.95,161.01,78.97,0.94,110.59,2.1,SUCCESS,False,False,False,HEALTHY,1.1600000000000001,50.41999999999999,2.2340425531914896,WARNING,PROCESS,20,SAFE
R060,H036,v3.11,25,54.99,61.2,1.75,154.64,88.83,1.55,229.08,2.69,SUCCESS,False,False,False,HEALTHY,1.14,-74.44000000000003,1.7354838709677418,WARNING,PROCESS,20,SAFE
R060,H037,v3.11,10,59.83,45.93,0.69,181.91,88.28,1.76,233.93,1.72,SUCCESS,False,False,False,HEALTHY,-0.040000000000000036,-52.02000000000001,0.9772727272727273,SAFE,PROCESS,0,SAFE
R060,H038,v3.11,25,46.23,60.57,1.77,146.17,84.17,0.99,247.83,1.79,SUCCESS,False,False,False,HEALTHY,0.8,-101.66000000000003,1.8080808080808082,SAFE,PROCESS,0,SAFE
R060,H039,v3.11,100,46.05,57.52,1.34,276.96,70.06,0.54,224.72,1.8,IN_PROGRESS,False,False,False,HEALTHY,1.26,52.23999999999998,3.333333333333333,WARNING,PROCESS,25,SAFE
R060,H040,v3.11,25,67.44,59.23,1.96,236.89,91.64,1.41,139.64,1.14,SUCCESS,False,False,False,HEALTHY,-0.27,97.25,0.8085106382978723,SAFE,PROCESS,0,SAFE
R060,H041,v3.11,10,58.12,47.98,2.7,142.18,93.77,0.77,183.34,0.9,SUCCESS,False,False,False,HEALTHY,0.13,-41.16,1.1688311688311688,SAFE,PROCESS,0,SAFE
R060,H042,v3.11,10,64.85,54.95,1.28,201.12,96.72,0.85,199.89,1.15,SUCCESS,False,False,False,HEALTHY,0.29999999999999993,1.2300000000000182,1.352941176470588,SAFE,PROCESS,0,SAFE
R060,H043,v3.11,5,52.46,54.31,0.93,258.78,61.18,0.54,178.89,1.29,IN_PROGRESS,False,False,False,HEALTHY,0.75,79.88999999999999,2.388888888888889,SAFE,PROCESS,5,SAFE
R060,H044,v3.11,25,62.13,65.26,2.37,121.76,77.56,1.99,188.98,2.86,SUCCESS,False,False,False,HEALTHY,0.8699999999999999,-67.21999999999998,1.4371859296482412,SAFE,PROCESS,0,SAFE
R060,H045,v3.11,25,51.24,56.81,0.55,147.97,79.14,1.35,241.53,1.53,SUCCESS,False,False,False,HEALTHY,0.17999999999999994,-93.56,1.1333333333333333,SAFE,PROCESS,0,SAFE
R060,H046,v3.11,50,44.41,60.03,2.5,290.64,98.93,1.45,238.16,0.84,SUCCESS,False,False,False,HEALTHY,-0.61,52.47999999999999,0.5793103448275863,SAFE,PROCESS,0,SAFE
R060,H047,v3.11,50,63.27,63.01,,219.14,65.64,1.6,179.4,2.62,SUCCESS,False,True,False,HEALTHY,1.02,39.73999999999998,1.6375,WARNING,HOLD,20,HOLD
R060,H048,v3.11,5,56.16,68.87,1.64,253.11,99.36,1.16,181.44,1.45,IN_PROGRESS,False,False,False,HEALTHY,0.29000000000000004,71.67000000000002,1.25,SAFE,PROCESS,5,SAFE
R060,H049,v3.11,10,49.24,63.09,1.84,272.91,66.09,1.37,140.9,2.49,SUCCESS,False,False,False,HEALTHY,1.12,132.01000000000002,1.8175182481751826,WARNING,PROCESS,20,SAFE
R060,H050,v3.11,10,47.85,52.57,2.47,198.98,59.27,0.56,164.81,1.43,SUCCESS,False,False,False,HEALTHY,0.8699999999999999,34.16999999999999,2.5535714285714284,SAFE,PROCESS,0,SAFE
R061,H001,v3.12,10,53.1,47.48,1.3,229.66,66.65,0.66,102.56,1.77,SUCCESS,False,False,False,HEALTHY,1.1099999999999999,127.1,2.6818181818181817,WARNING,PROCESS,20,SAFE
R061,H002,v3.12,50,33.39,57.79,2.89,214.95,89.28,1.31,123.56,2.91,SUCCESS,False,False,False,HEALTHY,1.6,91.38999999999999,2.2213740458015265,WARNING,PROCESS,20,SAFE
R061,H003,v3.12,5,38.61,34.67,0.82,104.69,92.87,1.09,132.85,0.85,SUCCESS,False,False,False,HEALTHY,-0.2400000000000001,-28.159999999999997,0.7798165137614678,SAFE,PROCESS,0,SAFE
R061,H004,v3.12,5,61.01,51.92,2.2,128.86,88.53,0.56,170.84,2.97,SUCCESS,False,False,False,HEALTHY,2.41,-41.97999999999999,5.303571428571429,CRITICAL,PROCESS,40,BLOCK
R061,H005,v3.12,10,50.66,54.63,2.64,192.98,74.83,0.95,198.23,0.98,SUCCESS,False,False,False,HEALTHY,0.030000000000000027,-5.25,1.0315789473684212,SAFE,PROCESS,0,SAFE
R061,H006,v3.12,5,65.2,56.41,1.09,241.51,81.89,1.65,129.54,2.3,SUCCESS,False,False,False,HEALTHY,0.6499999999999999,111.97,1.3939393939393938,WARNING,PROCESS,20,SAFE
R061,H007,v3.12,25,44.24,44.15,0.68,167.48,74.75,1.73,136.7,1.52,SUCCESS,False,False,False,HEALTHY,-0.20999999999999996,30.78,0.8786127167630058,SAFE,PROCESS,0,SAFE
R061,H008,v3.12,50,51.13,47.14,2.9,233.25,63.05,1.17,207.72,2.55,SUCCESS,False,False,False,HEALTHY,1.38,25.53,2.1794871794871793,WARNING,PROCESS,20,SAFE
R061,H009,v3.12,5,59.54,57.53,1.26,296.83,70.15,1.23,177.36,2.62,SUCCESS,False,False,False,HEALTHY,1.3900000000000001,119.46999999999997,2.1300813008130084,WARNING,PROCESS,20,SAFE
R061,H010,v3.12,50,47.54,53.59,2.88,153.52,97.21,0.94,120.7,0.52,SUCCESS,False,False,False,HEALTHY,-0.41999999999999993,32.82000000000001,0.5531914893617021,SAFE,PROCESS,0,SAFE
R061,H011,v3.12,5,69.12,61.83,0.87,197.69,91.82,1.39,109.28,2.91,SUCCESS,False,False,False,HEALTHY,1.5200000000000002,88.41,2.0935251798561154,WARNING,PROCESS,20,SAFE
R061,H012,v3.12,10,62.15,68.24,1.52,139.35,76.0,1.65,183.14,1.44,SUCCESS,False,False,False,HEALTHY,-0.20999999999999996,-43.78999999999999,0.8727272727272728,SAFE,PROCESS,0,SAFE
R061,H013,v3.12,100,46.63,46.28,1.06,235.2,72.19,1.78,125.8,0.71,SUCCESS,False,False,False,HEALTHY,-1.07,109.39999999999999,0.398876404494382,WARNING,PROCESS,20,SAFE
R061,H014,v3.12,100,52.78,63.59,2.23,270.23,97.37,1.95,152.68,0.83,SUCCESS,False,False,False,HEALTHY,-1.12,117.55000000000001,0.4256410256410256,WARNING,PROCESS,20,SAFE
R061,H015,v3.12,50,42.96,50.78,2.3,159.7,60.73,1.52,209.42,1.06,SUCCESS,False,False,False,HEALTHY,-0.45999999999999996,-49.72,0.6973684210526316,SAFE,PROCESS,0,SAFE
R061,H016,v3.12,50,66.31,42.45,1.75,133.49,84.18,1.53,211.58,0.62,SUCCESS,False,False,False,HEALTHY,-0.91,-78.09,0.40522875816993464,SAFE,PROCESS,0,SAFE
R061,H017,v3.12,25,43.94,58.72,2.6,199.79,56.6,1.65,231.02,0.67,SUCCESS,False,False,False,HEALTHY,-0.9799999999999999,-31.230000000000018,0.4060606060606061,SAFE,PROCESS,0,SAFE
R061,H018,v3.12,5,58.63,55.99,1.92,202.01,57.38,1.21,133.88,2.38,IN_PROGRESS,False,False,False,HEALTHY,1.17,68.13,1.9669421487603305,WARNING,PROCESS,25,SAFE
R061,H019,v3.12,50,54.14,54.16,1.14,208.45,66.16,1.45,196.18,0.94,SUCCESS,False,False,False,HEALTHY,-0.51,12.269999999999982,0.6482758620689655,SAFE,PROCESS,0,SAFE
R061,H020,v3.12,100,60.45,54.24,0.56,216.29,53.19,1.66,140.19,1.08,IN_PROGRESS,False,False,False,HEALTHY,-0.5799999999999998,76.1,0.6506024096385543,SAFE,PROCESS,5,SAFE
R061,H021,v3.12,50,52.62,69.01,2.63,223.38,96.26,0.72,171.42,1.58,SUCCESS,False,False,False,HEALTHY,0.8600000000000001,51.96000000000001,2.1944444444444446,SAFE,PROCESS,0,SAFE
R061,H022,v3.12,50,32.11,49.23,2.93,233.44,93.91,1.31,232.83,1.56,SUCCESS,False,False,False,HEALTHY,0.25,0.6099999999999852,1.1908396946564885,SAFE,PROCESS,0,SAFE
R061,H023,v3.12,25,49.94,62.16,1.04,204.32,86.17,1.24,162.9,0.59,SUCCESS,False,False,False,HEALTHY,-0.65,41.41999999999999,0.4758064516129032,SAFE,PROCESS,0,SAFE
R061,H024,v3.12,50,76.88,57.24,1.11,217.85,92.28,1.12,135.94,1.5,SUCCESS,False,False,False,HEALTHY,0.3799999999999999,81.91,1.3392857142857142,SAFE,PROCESS,0,SAFE
